OLKey,WikidataID,AuthorGender,genderID,AuthorBirthDate,AuthorDeathDate
OL1429533A,Q17184125,male,Q6581097,1958-01-01T00:00:00Z,
OL3417261A,Q56691875,female,Q6581072,1956-07-28T00:00:00Z,
OL268021A,Q45070,male,Q6581097,1960-10-24T00:00:00Z,2010-08-21T00:00:00Z
OL456156A,Q106087,male,Q6581097,1935-03-21T00:00:00Z,1986-03-08T00:00:00Z
OL1164953A,Q731430,male,Q6581097,1859-01-14T00:00:00Z,1925-05-12T00:00:00Z
OL114620A,Q833886,male,Q6581097,1750-02-15T00:00:00Z,1824-04-23T00:00:00Z
OL16945A,Q1249210,male,Q6581097,1822-05-26T00:00:00Z,1896-07-16T00:00:00Z
OL405620A,Q4503684,male,Q6581097,1942-08-01T00:00:00Z,
OL1771496A,Q4730556,male,Q6581097,1930-06-16T00:00:00Z,1998-12-17T00:00:00Z
OL1657448A,Q19258964,male,Q6581097,1911-03-31T00:00:00Z,1979-07-14T00:00:00Z
OL2215516A,Q28873078,male,Q6581097,1931-01-01T00:00:00Z,2005-03-03T00:00:00Z
OL832117A,Q114913679,female,Q6581072,1941-02-16T00:00:00Z,2023-06-13T00:00:00Z
OL47282A,Q164683,male,Q6581097,1884-02-27T00:00:00Z,1950-12-27T00:00:00Z
OL544502A,Q529094,female,Q6581072,1951-06-09T00:00:00Z,
OL432583A,Q599273,male,Q6581097,1962-11-30T00:00:00Z,
OL19129A,Q2926447,male,Q6581097,1959-10-25T00:00:00Z,
OL5580675A,Q4357361,male,Q6581097,1889-07-19T00:00:00Z,1946-12-29T00:00:00Z
OL3061702A,Q6290569,male,Q6581097,1966-01-01T00:00:00Z,
OL6845764A,Q17627715,male,Q6581097,1974-06-01T00:00:00Z,
OL256110A,Q117018,male,Q6581097,1893-01-10T00:00:00Z,1948-01-02T00:00:00Z
OL2623606A,Q129130,male,Q6581097,1951-12-28T00:00:00Z,
OL2974270A,Q556699,male,Q6581097,1952-01-01T00:00:00Z,
OL33292A,Q563549,male,Q6581097,1933-02-27T00:00:00Z,
OL1021296A,Q7944418,male,Q6581097,1919-03-20T00:00:00Z,1971-07-09T00:00:00Z
OL3103767A,Q16731789,male,Q6581097,1973-01-01T00:00:00Z,
OL53261A,Q363870,male,Q6581097,1924-06-24T00:00:00Z,2020-02-14T00:00:00Z
OL117858A,Q444893,male,Q6581097,1888-07-03T00:00:00Z,1963-01-13T00:00:00Z
OL139297A,Q1119207,male,Q6581097,1913-05-20T00:00:00Z,1992-04-07T00:00:00Z
OL269145A,Q2637678,male,Q6581097,1952-09-28T00:00:00Z,
OL339747A,Q3431662,male,Q6581097,1900-12-10T00:00:00Z,1964-05-09T00:00:00Z
OL228358A,Q6736888,female,Q6581072,1949-01-01T00:00:00Z,
OL4280271A,Q7367324,male,Q6581097,1883-03-23T00:00:00Z,1959-12-21T00:00:00Z
OL451960A,Q16864532,male,Q6581097,1929-02-03T00:00:00Z,1995-04-26T00:00:00Z
OL44855A,Q60040681,female,Q6581072,1953-10-16T00:00:00Z,
OL1478811A,Q115171733,male,Q6581097,2000-01-01T00:00:00Z,
OL782280A,Q492399,male,Q6581097,1899-02-12T00:00:00Z,1986-03-06T00:00:00Z
OL2645309A,Q712882,male,Q6581097,1948-07-12T00:00:00Z,2024-09-15T00:00:00Z
OL2358323A,Q3167670,male,Q6581097,1903-06-21T00:00:00Z,1970-09-18T00:00:00Z
OL396935A,Q4742274,female,Q6581072,1961-07-14T00:00:00Z,
OL3025767A,Q5239003,male,Q6581097,1950-01-01T00:00:00Z,
OL2180430A,Q75309353,male,Q6581097,1913-12-27T00:00:00Z,1978-10-13T00:00:00Z
OL428761A,Q115816,male,Q6581097,1933-06-11T00:00:00Z,2005-02-18T00:00:00Z
OL202690A,Q156736,male,Q6581097,1924-01-10T00:00:00Z,2002-08-19T00:00:00Z
OL270287A,Q3059616,male,Q6581097,1912-11-28T00:00:00Z,2001-10-24T00:00:00Z
OL216795A,Q4956068,male,Q6581097,1938-07-05T00:00:00Z,
OL1113813A,Q120412,male,Q6581097,1884-06-12T00:00:00Z,1966-11-09T00:00:00Z
OL371827A,Q463639,female,Q6581072,1948-11-18T00:00:00Z,1985-09-08T00:00:00Z
OL2315798A,Q464044,female,Q6581072,1877-09-10T00:00:00Z,1952-03-29T00:00:00Z
OL300789A,Q1238602,male,Q6581097,1947-05-17T00:00:00Z,
OL4474280A,Q2615587,male,Q6581097,1811-05-02T00:00:00Z,1899-05-17T00:00:00Z
OL77006A,Q3490415,female,Q6581072,1949-01-01T00:00:00Z,
OL709120A,Q6780617,female,Q6581072,1788-03-18T00:00:00Z,1864-01-13T00:00:00Z
OL287627A,Q11971878,female,Q6581072,1934-12-29T00:00:00Z,
OL7484160A,Q29452807,male,Q6581097,1979-06-16T00:00:00Z,
OL4326781A,Q78108,male,Q6581097,1867-06-10T00:00:00Z,1935-06-05T00:00:00Z
OL602797A,Q203401,male,Q6581097,1882-07-22T00:00:00Z,1967-05-15T00:00:00Z
OL3113071A,Q112413754,male,Q6581097,1953-01-01T00:00:00Z,
OL5413350A,Q98915500,male,Q6581097,1896-01-01T00:00:00Z,1970-01-01T00:00:00Z
OL8636829A,Q104008521,male,Q6581097,1961-01-01T00:00:00Z,
OL443402A,Q46408,female,Q6581072,1887-11-15T00:00:00Z,1986-03-06T00:00:00Z
OL259149A,Q317041,male,Q6581097,1874-10-16T00:00:00Z,1930-09-24T00:00:00Z
OL292267A,Q327293,male,Q6581097,1954-03-12T00:00:00Z,
OL4925516A,Q381937,male,Q6581097,1886-04-15T00:00:00Z,1966-05-04T00:00:00Z
OL4324160A,Q442213,male,Q6581097,1907-11-23T00:00:00Z,1973-03-26T00:00:00Z
OL327770A,Q1928794,male,Q6581097,1894-09-09T00:00:00Z,1967-01-31T00:00:00Z
OL1391095A,Q2617501,female,Q6581072,1955-07-05T00:00:00Z,
OL358913A,Q3159559,male,Q6581097,1923-06-13T00:00:00Z,1993-12-12T00:00:00Z
OL1482143A,Q4667117,male,Q6581097,1957-07-08T00:00:00Z,
OL237453A,Q5171153,female,Q6581072,1963-02-01T00:00:00Z,
OL5452640A,Q7668677,male,Q6581097,1898-08-31T00:00:00Z,1974-04-14T00:00:00Z
OL454028A,Q15443012,female,Q6581072,1951-01-01T00:00:00Z,
OL249679A,Q83578,male,Q6581097,1914-03-03T00:00:00Z,1973-05-01T00:00:00Z
OL3908475A,Q193257,male,Q6581097,1924-08-10T00:00:00Z,1998-04-21T00:00:00Z
OL2658897A,Q210798,male,Q6581097,1848-02-05T00:00:00Z,1907-05-12T00:00:00Z
OL4645879A,Q312631,male,Q6581097,1891-12-05T00:00:00Z,1956-12-03T00:00:00Z
OL103929A,Q560986,male,Q6581097,1949-02-04T00:00:00Z,
OL244858A,Q690790,male,Q6581097,1899-08-26T00:00:00Z,1990-06-24T00:00:00Z
OL3286369A,Q1221770,male,Q6581097,1971-01-01T00:00:00Z,
OL321867A,Q1366342,male,Q6581097,1928-06-05T00:00:00Z,2005-03-24T00:00:00Z
OL2249384A,Q3309744,male,Q6581097,1883-11-03T00:00:00Z,1985-03-31T00:00:00Z
OL125854A,Q52156785,male,Q6581097,1893-01-01T00:00:00Z,1975-03-15T00:00:00Z
OL140371A,Q79084,male,Q6581097,1896-01-18T00:00:00Z,1984-07-09T00:00:00Z
OL447711A,Q373948,female,Q6581072,1948-09-20T00:00:00Z,
OL274336A,Q442628,male,Q6581097,1904-11-17T00:00:00Z,1988-12-30T00:00:00Z
OL146299A,Q708028,male,Q6581097,1907-10-24T00:00:00Z,1998-09-30T00:00:00Z
OL515231A,Q2731236,female,Q6581072,1926-08-24T00:00:00Z,2009-10-18T00:00:00Z
OL5332880A,Q4008614,female,Q6581072,1964-04-30T00:00:00Z,
OL1127903A,Q4682105,female,Q6581072,1896-01-01T00:00:00Z,1986-07-24T00:00:00Z
OL833705A,Q5298570,female,Q6581072,1905-03-28T00:00:00Z,1997-04-12T00:00:00Z
OL2483811A,Q16149444,female,Q6581072,1955-01-01T00:00:00Z,
OL2840650A,Q24055555,male,Q6581097,1960-09-11T00:00:00Z,
OL2657433A,Q61682,male,Q6581097,1902-01-30T00:00:00Z,1983-08-18T00:00:00Z
OL136072A,Q78135,male,Q6581097,1927-02-26T00:00:00Z,2011-12-11T00:00:00Z
OL144106A,Q255662,male,Q6581097,1886-10-19T00:00:00Z,1966-06-18T00:00:00Z
OL4336039A,Q581763,male,Q6581097,1903-08-24T00:00:00Z,1980-02-17T00:00:00Z
OL3114509A,Q3165040,male,Q6581097,1941-08-03T00:00:00Z,
OL2272604A,Q5898437,male,Q6581097,1870-01-01T00:00:00Z,1926-12-16T00:00:00Z
OL6643389A,Q6530921,female,Q6581072,1983-01-01T00:00:00Z,
OL458412A,Q7422836,female,Q6581072,1965-01-01T00:00:00Z,
OL359248A,Q18202163,male,Q6581097,1940-01-01T00:00:00Z,
OL784828A,Q152793,male,Q6581097,1921-04-25T00:00:00Z,2006-05-03T00:00:00Z
OL52715A,Q213703,male,Q6581097,1902-03-13T00:00:00Z,1975-02-24T00:00:00Z
OL343238A,Q719614,male,Q6581097,1852-10-23T00:00:00Z,1931-07-11T00:00:00Z
OL1553272A,Q1555410,male,Q6581097,1879-08-11T00:00:00Z,1923-10-27T00:00:00Z
OL2664747A,Q2588448,male,Q6581097,1934-07-13T00:00:00Z,2015-09-09T00:00:00Z
OL149566A,Q113809,male,Q6581097,1862-03-07T00:00:00Z,1941-01-02T00:00:00Z
OL4901094A,Q567396,male,Q6581097,1953-06-16T00:00:00Z,2001-08-28T00:00:00Z
OL538504A,Q219368,non-binary,Q48270,1956-02-24T00:00:00Z,
OL46792A,Q454650,male,Q6581097,1929-11-14T00:00:00Z,1995-08-31T00:00:00Z
OL3026605A,Q16197269,female,Q6581072,1967-01-01T00:00:00Z,
OL27078A,Q105756,male,Q6581097,1932-03-18T00:00:00Z,2009-01-27T00:00:00Z
OL4279304A,Q160448,male,Q6581097,1895-07-20T00:00:00Z,1946-11-24T00:00:00Z
OL21001A,Q170509,male,Q6581097,1843-04-15T00:00:00Z,1916-02-28T00:00:00Z
OL196553A,Q434478,female,Q6581072,1931-01-30T00:00:00Z,2017-10-29T00:00:00Z
OL140741A,Q435810,male,Q6581097,1891-11-18T00:00:00Z,1979-09-16T00:00:00Z
OL289734A,Q556337,male,Q6581097,1940-12-16T00:00:00Z,1994-04-24T00:00:00Z
OL2939627A,Q1644838,male,Q6581097,1974-01-01T00:00:00Z,
OL4360482A,Q5489306,male,Q6581097,1876-02-17T00:00:00Z,1937-04-18T00:00:00Z
OL7226378A,Q16202911,female,Q6581072,1974-10-15T00:00:00Z,
OL5024298A,Q19997570,male,Q6581097,1911-07-03T00:00:00Z,1998-02-06T00:00:00Z
OL1801953A,Q111507748,male,Q6581097,1940-01-01T00:00:00Z,
OL27139A,Q104898,male,Q6581097,1935-06-01T00:00:00Z,
OL388317A,Q233806,female,Q6581072,1898-08-26T00:00:00Z,1979-12-23T00:00:00Z
OL22279A,Q434813,male,Q6581097,1909-01-16T00:00:00Z,1994-05-07T00:00:00Z
OL616565A,Q468453,male,Q6581097,1892-07-01T00:00:00Z,1966-01-06T00:00:00Z
OL1582023A,Q480473,male,Q6581097,1897-10-24T00:00:00Z,1984-04-08T00:00:00Z
OL450296A,Q593715,male,Q6581097,1912-09-04T00:00:00Z,1999-11-19T00:00:00Z
OL898059A,Q7456621,male,Q6581097,1958-01-01T00:00:00Z,
OL8969409A,Q100156,female,Q6581072,1870-01-01T00:00:00Z,1944-01-01T00:00:00Z
OL638361A,Q727329,male,Q6581097,1907-05-17T00:00:00Z,1982-11-11T00:00:00Z
OL2974681A,Q1077608,male,Q6581097,1968-10-10T00:00:00Z,
OL339727A,Q61594,female,Q6581072,1913-10-06T00:00:00Z,1985-11-15T00:00:00Z
OL282496A,Q157194,male,Q6581097,1901-10-10T00:00:00Z,1966-01-11T00:00:00Z
OL68327A,Q214564,male,Q6581097,1853-03-14T00:00:00Z,1918-05-19T00:00:00Z
OL139483A,Q216005,male,Q6581097,1904-01-03T00:00:00Z,1993-12-22T00:00:00Z
OL873686A,Q638179,male,Q6581097,1957-06-18T00:00:00Z,
OL657802A,Q7705078,female,Q6581072,1955-09-08T00:00:00Z,
OL26647A,Q61064,male,Q6581097,1866-12-04T00:00:00Z,1944-12-13T00:00:00Z
OL197126A,Q215614,male,Q6581097,1913-10-04T00:00:00Z,1982-09-30T00:00:00Z
OL408107A,Q231121,female,Q6581072,1929-03-22T00:00:00Z,
OL895900A,Q1147721,male,Q6581097,1903-12-11T00:00:00Z,1981-04-04T00:00:00Z
OL635685A,Q1603452,male,Q6581097,1933-04-03T00:00:00Z,
OL426240A,Q1870962,male,Q6581097,1944-04-19T00:00:00Z,2005-07-14T00:00:00Z
OL548755A,Q7447599,male,Q6581097,1909-02-19T00:00:00Z,2002-11-02T00:00:00Z
OL5474058A,Q9256118,male,Q6581097,1825-05-29T00:00:00Z,1889-05-22T00:00:00Z
OL583924A,Q41672149,female,Q6581072,1951-01-01T00:00:00Z,
OL123412A,Q26408,male,Q6581097,1867-10-03T00:00:00Z,1947-01-23T00:00:00Z
OL26769A,Q44306,male,Q6581097,1947-06-19T00:00:00Z,
OL454350A,Q48868,female,Q6581072,1961-04-30T00:00:00Z,
OL243683A,Q159907,male,Q6581097,1937-07-09T00:00:00Z,
OL27964A,Q180619,male,Q6581097,1941-09-10T00:00:00Z,2002-05-20T00:00:00Z
OL89989A,Q213642,male,Q6581097,1904-07-15T00:00:00Z,2007-06-09T00:00:00Z
OL319413A,Q272400,female,Q6581072,1914-12-05T00:00:00Z,1992-03-20T00:00:00Z
OL3197942A,Q1338563,male,Q6581097,1969-07-07T00:00:00Z,
OL6451509A,Q2460318,male,Q6581097,1862-04-26T00:00:00Z,1938-08-01T00:00:00Z
OL1800466A,Q7668677,male,Q6581097,1898-08-31T00:00:00Z,1974-04-14T00:00:00Z
OL8853887A,Q8201128,male,Q6581097,1900-01-01T00:00:00Z,1980-01-01T00:00:00Z
OL402129A,Q18030446,female,Q6581072,1930-08-15T00:00:00Z,2014-09-04T00:00:00Z
OL2787909A,Q19609832,male,Q6581097,1967-10-08T00:00:00Z,
OL77726A,Q69187,male,Q6581097,1943-06-12T00:00:00Z,2011-10-18T00:00:00Z
OL371016A,Q152797,male,Q6581097,1882-10-19T00:00:00Z,1916-08-17T00:00:00Z
OL4333664A,Q154691,male,Q6581097,1928-11-11T00:00:00Z,2012-05-15T00:00:00Z
OL2474953A,Q539270,female,Q6581072,1947-01-01T00:00:00Z,
OL246383A,Q296,male,Q6581097,1840-11-14T00:00:00Z,1926-12-05T00:00:00Z
OL276442A,Q34661,male,Q6581097,1862-07-14T00:00:00Z,1918-02-06T00:00:00Z
OL154090A,Q125633,female,Q6581072,1858-01-23T00:00:00Z,1941-10-16T00:00:00Z
OL693146A,Q462183,male,Q6581097,1881-08-16T00:00:00Z,1944-05-18T00:00:00Z
OL532062A,Q553259,male,Q6581097,1877-01-04T00:00:00Z,1943-09-02T00:00:00Z
OL113581A,Q614071,male,Q6581097,1863-05-17T00:00:00Z,1942-05-23T00:00:00Z
OL138006A,Q957215,male,Q6581097,1926-09-17T00:00:00Z,1990-01-02T00:00:00Z
OL79125A,Q55943006,male,Q6581097,1954-04-26T00:00:00Z,
OL3229449A,Q160115,male,Q6581097,1957-05-18T00:00:00Z,
OL412440A,Q170068,male,Q6581097,1865-04-26T00:00:00Z,1931-03-07T00:00:00Z
OL2223244A,Q471179,male,Q6581097,1900-02-19T00:00:00Z,1975-01-17T00:00:00Z
OL29877A,Q1189056,male,Q6581097,1953-01-10T00:00:00Z,
OL502771A,Q1223367,male,Q6581097,1958-01-01T00:00:00Z,
OL5757214A,Q3608526,male,Q6581097,1921-03-07T00:00:00Z,2001-08-16T00:00:00Z
OL3158240A,Q97288,female,Q6581072,1971-11-16T00:00:00Z,
OL42259A,Q152384,male,Q6581097,1893-04-20T00:00:00Z,1983-12-25T00:00:00Z
OL256137A,Q234370,female,Q6581072,1876-02-08T00:00:00Z,1907-11-20T00:00:00Z
OL458571A,Q468160,male,Q6581097,1914-12-15T00:00:00Z,1996-11-26T00:00:00Z
OL83309A,Q554008,male,Q6581097,1936-11-20T00:00:00Z,2007-06-22T00:00:00Z
OL64845A,Q1093350,male,Q6581097,1940-09-11T00:00:00Z,2020-04-29T00:00:00Z
OL392315A,Q1488149,female,Q6581072,1929-11-11T00:00:00Z,2023-10-22T00:00:00Z
OL120185A,Q16009572,male,Q6581097,1896-08-10T00:00:00Z,1981-07-17T00:00:00Z
OL2146210A,Q20902801,male,Q6581097,1903-10-23T00:00:00Z,1986-12-22T00:00:00Z
OL63868A,Q18809,male,Q6581097,1875-11-23T00:00:00Z,1933-12-26T00:00:00Z
OL127114A,Q82445,male,Q6581097,1864-11-24T00:00:00Z,1901-09-09T00:00:00Z
OL142323A,Q452254,male,Q6581097,1875-07-31T00:00:00Z,1963-06-09T00:00:00Z
OL872760A,Q926308,male,Q6581097,1891-10-04T00:00:00Z,1915-06-05T00:00:00Z
OL141695A,Q6567261,female,Q6581072,1889-08-02T00:00:00Z,1975-04-07T00:00:00Z
OL418151A,Q7375410,female,Q6581072,1945-12-27T00:00:00Z,2010-11-05T00:00:00Z
OL2385254A,Q18197627,male,Q6581097,1879-06-03T00:00:00Z,1916-10-21T00:00:00Z
OL250376A,Q5912,male,Q6581097,1887-07-28T00:00:00Z,1968-10-02T00:00:00Z
OL294806A,Q33981,male,Q6581097,1887-01-03T00:00:00Z,1914-09-26T00:00:00Z
OL1662224A,Q61071,male,Q6581097,1883-05-18T00:00:00Z,1969-07-05T00:00:00Z
OL128422A,Q123454,male,Q6581097,1908-12-22T00:00:00Z,1994-12-09T00:00:00Z
OL149019A,Q171730,male,Q6581097,1841-09-28T00:00:00Z,1929-11-24T00:00:00Z
OL50761A,Q203643,male,Q6581097,1834-07-10T00:00:00Z,1903-07-17T00:00:00Z
OL29442A,Q311005,male,Q6581097,1937-01-17T00:00:00Z,
OL3162435A,Q824930,male,Q6581097,1958-01-01T00:00:00Z,
OL582094A,Q959768,male,Q6581097,1906-02-02T00:00:00Z,1978-07-11T00:00:00Z
OL88710A,Q44007,male,Q6581097,1879-12-18T00:00:00Z,1940-06-29T00:00:00Z
OL290843A,Q167414,male,Q6581097,1871-09-23T00:00:00Z,1957-06-24T00:00:00Z
OL24981A,Q185832,male,Q6581097,1688-02-08T00:00:00Z,1772-03-29T00:00:00Z
OL425109A,Q229351,female,Q6581072,1898-05-16T00:00:00Z,1980-03-18T00:00:00Z
OL264384A,Q315348,male,Q6581097,1935-09-16T00:00:00Z,2024-01-24T00:00:00Z
OL435524A,Q472646,male,Q6581097,1913-05-04T00:00:00Z,1987-12-04T00:00:00Z
OL142969A,Q564128,male,Q6581097,1893-06-06T00:00:00Z,1966-10-20T00:00:00Z
OL387729A,Q976924,male,Q6581097,1928-09-20T00:00:00Z,2018-06-23T00:00:00Z
OL2821534A,Q6217974,male,Q6581097,1938-01-01T00:00:00Z,2023-01-01T00:00:00Z
OL3200301A,Q6981022,male,Q6581097,1934-04-07T00:00:00Z,
OL156928A,Q52156836,male,Q6581097,1895-01-01T00:00:00Z,1964-01-01T00:00:00Z
OL667261A,Q55680881,male,Q6581097,1917-01-26T00:00:00Z,1994-12-12T00:00:00Z
OL958283A,Q472785,male,Q6581097,1906-10-18T00:00:00Z,1992-03-09T00:00:00Z
OL321561A,Q1347871,male,Q6581097,1875-06-15T00:00:00Z,1933-04-04T00:00:00Z
OL319679A,Q45417,male,Q6581097,1930-05-23T00:00:00Z,2019-03-27T00:00:00Z
OL2787840A,Q240570,female,Q6581072,1953-04-28T00:00:00Z,
OL737713A,Q873279,male,Q6581097,1942-04-28T00:00:00Z,
OL723647A,Q1411990,male,Q6581097,1914-05-24T00:00:00Z,2007-11-22T00:00:00Z
OL503302A,Q1512040,male,Q6581097,1962-11-14T00:00:00Z,
OL89117A,Q1667711,male,Q6581097,1927-02-21T00:00:00Z,2013-07-05T00:00:00Z
OL1740576A,Q1685780,male,Q6581097,1876-11-08T00:00:00Z,1960-03-06T00:00:00Z
OL3145835A,Q6770038,male,Q6581097,1966-01-01T00:00:00Z,
OL357462A,Q10293206,male,Q6581097,1942-01-01T00:00:00Z,2021-02-01T00:00:00Z
OL416266A,Q43194396,male,Q6581097,1942-03-18T00:00:00Z,
OL18969A,Q131805,male,Q6581097,1859-10-20T00:00:00Z,1952-06-01T00:00:00Z
OL200376A,Q154538,male,Q6581097,1946-05-12T00:00:00Z,
OL245579A,Q666171,male,Q6581097,1870-12-23T00:00:00Z,1953-10-02T00:00:00Z
OL4645479A,Q713288,male,Q6581097,1900-08-10T00:00:00Z,1935-06-18T00:00:00Z
OL42411A,Q728088,male,Q6581097,1904-04-21T00:00:00Z,1987-10-27T00:00:00Z
OL1425196A,Q1190926,female,Q6581072,1969-07-19T00:00:00Z,
OL293829A,Q2592064,male,Q6581097,1945-09-27T00:00:00Z,
OL610203A,Q7324901,male,Q6581097,1947-03-25T00:00:00Z,
OL390712A,Q7649034,female,Q6581072,1960-11-27T00:00:00Z,
OL86572A,Q21140463,male,Q6581097,1964-01-23T00:00:00Z,
OL34818A,Q164358,male,Q6581097,1925-10-22T00:00:00Z,2008-05-12T00:00:00Z
OL45962A,Q661473,male,Q6581097,1896-05-11T00:00:00Z,1956-04-02T00:00:00Z
OL88303A,Q767435,male,Q6581097,1940-10-20T00:00:00Z,
OL1717898A,Q2172022,male,Q6581097,1899-01-21T00:00:00Z,1985-08-25T00:00:00Z
OL278840A,Q3932602,male,Q6581097,1935-08-18T00:00:00Z,
OL384108A,Q41774055,male,Q6581097,1930-02-16T00:00:00Z,
OL668131A,Q95309122,male,Q6581097,1954-01-01T00:00:00Z,
OL117429A,Q501,male,Q6581097,1821-04-09T00:00:00Z,1867-08-31T00:00:00Z
OL52690A,Q157321,male,Q6581097,1879-01-22T00:00:00Z,1953-11-30T00:00:00Z
OL4326313A,Q160783,male,Q6581097,1924-12-19T00:00:00Z,2016-01-18T00:00:00Z
OL1966702A,Q163366,male,Q6581097,1885-10-30T00:00:00Z,1972-11-01T00:00:00Z
OL986735A,Q374492,male,Q6581097,1910-05-23T00:00:00Z,1962-05-13T00:00:00Z
OL603322A,Q444399,male,Q6581097,1944-08-31T00:00:00Z,
OL494950A,Q3335558,female,Q6581072,1948-01-01T00:00:00Z,
OL68763A,Q176372,male,Q6581097,1916-10-10T00:00:00Z,2001-11-25T00:00:00Z
OL405075A,Q1282413,male,Q6581097,1891-07-30T00:00:00Z,1959-12-14T00:00:00Z
OL2187242A,Q1448994,male,Q6581097,1892-12-26T00:00:00Z,1972-07-24T00:00:00Z
OL183895A,Q3196701,male,Q6581097,1950-01-01T00:00:00Z,
OL123770A,Q5589,male,Q6581097,1869-12-31T00:00:00Z,1954-11-03T00:00:00Z
OL291650A,Q154842,male,Q6581097,1891-04-02T00:00:00Z,1976-04-01T00:00:00Z
OL199629A,Q440369,male,Q6581097,1870-11-25T00:00:00Z,1943-11-13T00:00:00Z
OL2800309A,Q951010,male,Q6581097,1926-03-27T00:00:00Z,1966-07-26T00:00:00Z
OL6835636A,Q20948745,female,Q6581072,1950-04-30T00:00:00Z,
OL199109A,Q101521,male,Q6581097,1957-08-15T00:00:00Z,
OL23065A,Q130631,male,Q6581097,1930-07-15T00:00:00Z,2004-10-09T00:00:00Z
OL4334052A,Q184226,male,Q6581097,1925-01-18T00:00:00Z,1995-11-04T00:00:00Z
OL116727A,Q187506,male,Q6581097,1808-02-26T00:00:00Z,1879-02-10T00:00:00Z
OL1209079A,Q813094,male,Q6581097,1953-04-23T00:00:00Z,
OL301376A,Q17351969,male,Q6581097,1945-03-06T00:00:00Z,2015-09-25T00:00:00Z
OL841052A,Q235066,female,Q6581072,1947-06-05T00:00:00Z,
OL22530A,Q2134968,female,Q6581072,1961-06-24T00:00:00Z,
OL1174187A,Q5536970,male,Q6581097,1885-01-24T00:00:00Z,1973-11-06T00:00:00Z
OL1078912A,Q5719275,male,Q6581097,1940-01-02T00:00:00Z,
OL1081248A,Q7147752,male,Q6581097,1916-06-07T00:00:00Z,2004-04-22T00:00:00Z
OL394510A,Q15233979,male,Q6581097,1925-07-22T00:00:00Z,2018-06-02T00:00:00Z
OL2621924A,Q188176,male,Q6581097,1914-02-05T00:00:00Z,1997-08-02T00:00:00Z
OL36119A,Q5582,male,Q6581097,1853-03-30T00:00:00Z,1890-07-29T00:00:00Z
OL1885269A,Q316531,male,Q6581097,1876-09-21T00:00:00Z,1942-03-27T00:00:00Z
OL224977A,Q469888,male,Q6581097,1895-10-19T00:00:00Z,1990-01-26T00:00:00Z
OL1040664A,Q567369,male,Q6581097,1893-01-05T00:00:00Z,1948-12-02T00:00:00Z
OL948282A,Q1890108,male,Q6581097,1925-08-20T00:00:00Z,2015-06-14T00:00:00Z
OL2335458A,Q3041259,male,Q6581097,1886-06-26T00:00:00Z,1966-05-09T00:00:00Z
OL2005830A,Q8002863,male,Q6581097,1853-03-31T00:00:00Z,1932-11-27T00:00:00Z
OL141446A,Q35153831,male,Q6581097,1893-10-01T00:00:00Z,1982-03-23T00:00:00Z
OL24919A,Q51137,male,Q6581097,1906-06-02T00:00:00Z,1978-11-29T00:00:00Z
OL2315686A,Q71253,male,Q6581097,1889-03-06T00:00:00Z,1974-09-28T00:00:00Z
OL598810A,Q103591,female,Q6581072,1939-01-29T00:00:00Z,
OL141668A,Q157271,male,Q6581097,1772-03-10T00:00:00Z,1829-01-12T00:00:00Z
OL136600A,Q157610,male,Q6581097,1858-07-21T00:00:00Z,1925-07-17T00:00:00Z
OL546567A,Q213597,male,Q6581097,1888-04-06T00:00:00Z,1976-02-01T00:00:00Z
OL227627A,Q236950,female,Q6581072,1942-03-26T00:00:00Z,
OL243302A,Q551899,male,Q6581097,1912-09-23T00:00:00Z,1980-12-26T00:00:00Z
OL70672A,Q1898786,male,Q6581097,1958-09-02T00:00:00Z,
OL241270A,Q3938659,male,Q6581097,1961-11-09T00:00:00Z,
OL3505577A,Q112413649,male,Q6581097,1955-01-01T00:00:00Z,
OL31676A,Q9049,male,Q6581097,1928-12-07T00:00:00Z,
OL496129A,Q123138,male,Q6581097,1888-11-11T00:00:00Z,1967-03-25T00:00:00Z
OL739406A,Q657402,male,Q6581097,1904-09-21T00:00:00Z,1989-12-07T00:00:00Z
OL38949A,Q1333928,male,Q6581097,1870-07-25T00:00:00Z,1966-03-30T00:00:00Z
OL792244A,Q2725996,male,Q6581097,1520-01-01T00:00:00Z,1601-01-01T00:00:00Z
OL1681205A,Q3305396,male,Q6581097,1903-03-10T00:00:00Z,1989-11-21T00:00:00Z
OL1438069A,Q5108329,male,Q6581097,1973-07-25T00:00:00Z,
OL1654395A,Q43138641,male,Q6581097,1898-04-15T00:00:00Z,1981-06-20T00:00:00Z
OL240192A,Q215999,male,Q6581097,1901-06-22T00:00:00Z,1971-10-11T00:00:00Z
OL759619A,Q220703,male,Q6581097,1868-06-07T00:00:00Z,1928-12-10T00:00:00Z
OL1252987A,Q363823,male,Q6581097,1783-01-02T00:00:00Z,1853-07-22T00:00:00Z
OL94896A,Q722119,male,Q6581097,1930-09-10T00:00:00Z,2016-12-04T00:00:00Z
OL349913A,Q1125077,male,Q6581097,1892-03-30T00:00:00Z,1960-11-29T00:00:00Z
OL460722A,Q5702331,female,Q6581072,1878-01-01T00:00:00Z,1946-01-01T00:00:00Z
OL5776832A,Q8022548,male,Q6581097,1893-02-07T00:00:00Z,1967-10-05T00:00:00Z
OL1137678A,Q11901855,male,Q6581097,1877-05-08T00:00:00Z,1960-11-07T00:00:00Z
OL223657A,Q16926160,female,Q6581072,1948-01-01T00:00:00Z,
